Year	Count	Cause	Size	
2010	2	Power generation/transmission/distribution	G	
2010	971	Misuse of fire by a minor	A	
2010	987	Misuse of fire by a minor	B	
2010	51	Misuse of fire by a minor	C	
2010	3	Misuse of fire by a minor	D	
2010	4	Misuse of fire by a minor	E	
2010	0	Misuse of fire by a minor	F	
2010	0	Misuse of fire by a minor	G	
2010	376	Fireworks	A	
2010	295	Fireworks	B	
2010	51	Fireworks	C	
2010	14	Fireworks	D	
2010	4	Fireworks	E	
2010	2	Fireworks	F	
2010	0	Fireworks	G	
2010	245	Railroad operations and maintenance	A	
2010	375	Railroad operations and maintenance	B	
2010	73	Railroad operations and maintenance	C	
2010	18	Railroad operations and maintenance	D	
2010	6	Railroad operations and maintenance	E	
2010	4	Railroad operations and maintenance	F	
2010	0	Railroad operations and maintenance	G	
2010	107	Firearms and explosives use	A	
2010	98	Firearms and explosives use	B	
2010	25	Firearms and explosives use	C	
2010	7	Firearms and explosives use	D	
2010	5	Firearms and explosives use	E	
2010	3	Firearms and explosives use	F	
2010	0	Firearms and explosives use	G	
2010	1129	Smoking	A	
2010	849	Smoking	B	
2010	95	Smoking	C	
2010	15	Smoking	D	
2010	1	Smoking	E	
2010	0	Smoking	F	
2010	0	Smoking	G	
2011	2444	Arson/incendiarism	A	
2011	4908	Arson/incendiarism	B	
2011	1757	Arson/incendiarism	C	
2011	296	Arson/incendiarism	D	
2011	156	Arson/incendiarism	E	
2011	43	Arson/incendiarism	F	
2011	5	Arson/incendiarism	G	
2011	5003	Debris and open burning	A	
2011	13976	Debris and open burning	B	
2011	2784	Debris and open burning	C	
2011	253	Debris and open burning	D	
2011	92	Debris and open burning	E	
2011	61	Debris and open burning	F	
2011	11	Debris and open burning	G	
2011	217	Other causes	A	
2011	181	Other causes	B	
2011	14	Other causes	C	
2011	2	Other causes	D	
2011	1	Other causes	E	
2011	1	Other causes	F	
2011	0	Other causes	G	
2011	1920	Recreation and ceremony	A	
2011	1011	Recreation and ceremony	B	
2011	165	Recreation and ceremony	C	
2011	31	Recreation and ceremony	D	
2011	10	Recreation and ceremony	E	
2011	5	Recreation and ceremony	F	
2011	6	Recreation and ceremony	G	
2011	6344	Missing data/not specified/undetermined	A	
2011	8792	Missing data/not specified/undetermined	B	
2011	2003	Missing data/not specified/undetermined	C	
2011	396	Missing data/not specified/undetermined	D	
2011	234	Missing data/not specified/undetermined	E	
2011	139	Missing data/not specified/undetermined	F	
2011	70	Missing data/not specified/undetermined	G	
2011	2123	Equipment and vehicle use	A	
2011	3979	Equipment and vehicle use	B	
2011	1098	Equipment and vehicle use	C	
2011	212	Equipment and vehicle use	D	
2011	96	Equipment and vehicle use	E	
2011	52	Equipment and vehicle use	F	
2011	21	Equipment and vehicle use	G	
2011	769	Power generation/transmission/distribution	A	
2011	1683	Power generation/transmission/distribution	B	
2011	502	Power generation/transmission/distribution	C	
2011	90	Power generation/transmission/distribution	D	
2011	66	Power generation/transmission/distribution	E	
2011	48	Power generation/transmission/distribution	F	
2011	24	Power generation/transmission/distribution	G	
2011	930	Misuse of fire by a minor	A	
2011	1166	Misuse of fire by a minor	B	
2011	110	Misuse of fire by a minor	C	
2011	14	Misuse of fire by a minor	D	
2011	3	Misuse of fire by a minor	E	
2011	2	Misuse of fire by a minor	F	
2011	0	Misuse of fire by a minor	G	
2011	293	Fireworks	A	
2011	247	Fireworks	B	
2011	38	Fireworks	C	
2011	8	Fireworks	D	
2011	3	Fireworks	E	
2011	2	Fireworks	F	
2011	1	Fireworks	G	
2011	258	Railroad operations and maintenance	A	
2011	356	Railroad operations and maintenance	B	
2011	91	Railroad operations and maintenance	C	
2011	10	Railroad operations and maintenance	D	
2011	2	Railroad operations and maintenance	E	
2011	3	Railroad operations and maintenance	F	
2011	0	Railroad operations and maintenance	G	
2011	143	Firearms and explosives use	A	
2011	132	Firearms and explosives use	B	
2011	45	Firearms and explosives use	C	
2011	13	Firearms and explosives use	D	
2011	5	Firearms and explosives use	E	
2011	5	Firearms and explosives use	F	
2011	1	Firearms and explosives use	G	
2011	961	Smoking	A	
2011	996	Smoking	B	
2011	147	Smoking	C	
2011	18	Smoking	D	
2011	6	Smoking	E	
2011	2	Smoking	F	
2011	2	Smoking	G	
2012	2425	Arson/incendiarism	A	
2012	4836	Arson/incendiarism	B	
2012	1644	Arson/incendiarism	C	
2012	178	Arson/incendiarism	D	
2012	92	Arson/incendiarism	E	
2012	26	Arson/incendiarism	F	
2012	9	Arson/incendiarism	G	
2012	4350	Debris and open burning	A	
2012	10609	Debris and open burning	B	
2012	1909	Debris and open burning	C	
2012	183	Debris and open burning	D	
2012	72	Debris and open burning	E	
2012	18	Debris and open burning	F	
2012	4	Debris and open burning	G	
2012	300	Other causes	A	
2012	221	Other causes	B	
2012	27	Other causes	C	
2012	3	Other causes	D	
2012	1	Other causes	E	
2012	1	Other causes	F	
2012	1	Other causes	G	
2012	2228	Recreation and ceremony	A	
2012	1113	Recreation and ceremony	B	
2012	170	Recreation and ceremony	C	
2012	23	Recreation and ceremony	D	
2012	12	Recreation and ceremony	E	
2012	6	Recreation and ceremony	F	
2012	6	Recreation and ceremony	G	
2012	6351	Missing data/not specified/undetermined	A	
2012	7404	Missing data/not specified/undetermined	B	
2012	1509	Missing data/not specified/undetermined	C	
2012	253	Missing data/not specified/undetermined	D	
2012	103	Missing data/not specified/undetermined	E	
2012	74	Missing data/not specified/undetermined	F	
2012	27	Missing data/not specified/undetermined	G	
2012	2084	Equipment and vehicle use	A	
2012	2693	Equipment and vehicle use	B	
2012	700	Equipment and vehicle use	C	
2012	120	Equipment and vehicle use	D	
2012	64	Equipment and vehicle use	E	
2012	37	Equipment and vehicle use	F	
2012	15	Equipment and vehicle use	G	
2012	394	Power generation/transmission/distribution	A	
2012	573	Power generation/transmission/distribution	B	
2012	115	Power generation/transmission/distribution	C	
2012	31	Power generation/transmission/distribution	D	
2012	23	Power generation/transmission/distribution	E	
2012	14	Power generation/transmission/distribution	F	
2012	6	Power generation/transmission/distribution	G	
2012	866	Misuse of fire by a minor	A	
2012	991	Misuse of fire by a minor	B	
2012	60	Misuse of fire by a minor	C	
2012	4	Misuse of fire by a minor	D	
2012	1	Misuse of fire by a minor	E	
2012	1	Misuse of fire by a minor	F	
2012	0	Misuse of fire by a minor	G	
2012	529	Fireworks	A	
2012	369	Fireworks	B	
2012	51	Fireworks	C	
2012	10	Fireworks	D	
2012	7	Fireworks	E	
2012	2	Fireworks	F	
2012	3	Fireworks	G	
2012	228	Railroad operations and maintenance	A	
2012	322	Railroad operations and maintenance	B	
2012	57	Railroad operations and maintenance	C	
2012	6	Railroad operations and maintenance	D	
2012	6	Railroad operations and maintenance	E	
2012	4	Railroad operations and maintenance	F	
2012	2	Railroad operations and maintenance	G	
2012	22	Firearms and explosives use	A	
2012	94	Firearms and explosives use	B	
2012	58	Firearms and explosives use	C	
2012	14	Firearms and explosives use	D	
2012	12	Firearms and explosives use	E	
2012	7	Firearms and explosives use	F	
2012	2	Firearms and explosives use	G	
2012	822	Smoking	A	
2012	734	Smoking	B	
2012	79	Smoking	C	
2012	10	Smoking	D	
2012	3	Smoking	E	
2012	0	Smoking	F	
2012	1	Smoking	G	
2013	1800	Arson/incendiarism	A	
2013	3263	Arson/incendiarism	B	
2013	1085	Arson/incendiarism	C	
2013	104	Arson/incendiarism	D	
2013	50	Arson/incendiarism	E	
2013	11	Arson/incendiarism	F	
2013	4	Arson/incendiarism	G	
2013	4330	Debris and open burning	A	
2013	10882	Debris and open burning	B	
2013	1783	Debris and open burning	C	
2013	109	Debris and open burning	D	
2013	28	Debris and open burning	E	
2013	9	Debris and open burning	F	
2013	2	Debris and open burning	G	
2013	274	Other causes	A	
2013	167	Other causes	B	
2013	16	Other causes	C	
2013	3	Other causes	D	
2013	0	Other causes	E	
2013	1	Other causes	F	
2013	0	Other causes	G	
2013	1991	Recreation and ceremony	A	
2013	840	Recreation and ceremony	B	
2013	134	Recreation and ceremony	C	
2013	15	Recreation and ceremony	D	
2013	12	Recreation and ceremony	E	
2013	5	Recreation and ceremony	F	
2013	1	Recreation and ceremony	G	
2013	7265	Missing data/not specified/undetermined	A	
2013	5545	Missing data/not specified/undetermined	B	
2013	1108	Missing data/not specified/undetermined	C	
2013	122	Missing data/not specified/undetermined	D	
2013	33	Missing data/not specified/undetermined	E	
2013	26	Missing data/not specified/undetermined	F	
2013	18	Missing data/not specified/undetermined	G	
2013	1884	Equipment and vehicle use	A	
2013	2261	Equipment and vehicle use	B	
2013	450	Equipment and vehicle use	C	
2013	71	Equipment and vehicle use	D	
2013	19	Equipment and vehicle use	E	
2013	6	Equipment and vehicle use	F	
2013	2	Equipment and vehicle use	G	
2013	498	Power generation/transmission/distribution	A	
2013	541	Power generation/transmission/distribution	B	
2013	103	Power generation/transmission/distribution	C	
2013	18	Power generation/transmission/distribution	D	
2013	6	Power generation/transmission/distribution	E	
2013	1	Power generation/transmission/distribution	F	
2013	5	Power generation/transmission/distribution	G	
2013	652	Misuse of fire by a minor	A	
2013	669	Misuse of fire by a minor	B	
2013	47	Misuse of fire by a minor	C	
2013	4	Misuse of fire by a minor	D	
2013	0	Misuse of fire by a minor	E	
2013	1	Misuse of fire by a minor	F	
2013	0	Misuse of fire by a minor	G	
2013	379	Fireworks	A	
2013	322	Fireworks	B	
2013	66	Fireworks	C	
2013	10	Fireworks	D	
2013	6	Fireworks	E	
2013	0	Fireworks	F	
2013	0	Fireworks	G	
2013	157	Railroad operations and maintenance	A	
2013	230	Railroad operations and maintenance	B	
2013	36	Railroad operations and maintenance	C	
2013	7	Railroad operations and maintenance	D	
2013	2	Railroad operations and maintenance	E	
2013	0	Railroad operations and maintenance	F	
2013	0	Railroad operations and maintenance	G	
2013	15	Firearms and explosives use	A	
2013	46	Firearms and explosives use	B	
2013	19	Firearms and explosives use	C	
2013	6	Firearms and explosives use	D	
2013	2	Firearms and explosives use	E	
2013	2	Firearms and explosives use	F	
2013	0	Firearms and explosives use	G	
2013	767	Smoking	A	
2013	574	Smoking	B	
2013	48	Smoking	C	
2013	5	Smoking	D	
2013	0	Smoking	E	
2013	1	Smoking	F	
2013	0	Smoking	G	
2014	2121	Arson/incendiarism	A	
2014	3165	Arson/incendiarism	B	
2014	1116	Arson/incendiarism	C	
2014	143	Arson/incendiarism	D	
2014	55	Arson/incendiarism	E	
2014	17	Arson/incendiarism	F	
2014	1	Arson/incendiarism	G	
2014	4472	Debris and open burning	A	
2014	12903	Debris and open burning	B	
2014	2657	Debris and open burning	C	
2014	222	Debris and open burning	D	
2014	69	Debris and open burning	E	
2014	19	Debris and open burning	F	
2014	6	Debris and open burning	G	
2014	246	Other causes	A	
2014	211	Other causes	B	
2014	30	Other causes	C	
2014	3	Other causes	D	
2014	0	Other causes	E	
2014	1	Other causes	F	
2014	1	Other causes	G	
2014	1887	Recreation and ceremony	A	
2014	1672	Recreation and ceremony	B	
2014	469	Recreation and ceremony	C	
2014	25	Recreation and ceremony	D	
2014	8	Recreation and ceremony	E	
2014	4	Recreation and ceremony	F	
2014	1	Recreation and ceremony	G	
2014	8740	Missing data/not specified/undetermined	A	
2014	5990	Missing data/not specified/undetermined	B	
2014	1461	Missing data/not specified/undetermined	C	
2014	190	Missing data/not specified/undetermined	D	
2014	94	Missing data/not specified/undetermined	E	
2014	60	Missing data/not specified/undetermined	F	
2014	13	Missing data/not specified/undetermined	G	
2014	2147	Equipment and vehicle use	A	
2014	2271	Equipment and vehicle use	B	
2014	457	Equipment and vehicle use	C	
2014	68	Equipment and vehicle use	D	
2014	23	Equipment and vehicle use	E	
2014	7	Equipment and vehicle use	F	
2014	7	Equipment and vehicle use	G	
2014	657	Power generation/transmission/distribution	A	
2014	903	Power generation/transmission/distribution	B	
2014	163	Power generation/transmission/distribution	C	
2014	25	Power generation/transmission/distribution	D	
2014	11	Power generation/transmission/distribution	E	
2014	7	Power generation/transmission/distribution	F	
2014	1	Power generation/transmission/distribution	G	
2014	607	Misuse of fire by a minor	A	
2014	680	Misuse of fire by a minor	B	
2014	42	Misuse of fire by a minor	C	
2014	10	Misuse of fire by a minor	D	
2014	2	Misuse of fire by a minor	E	
2014	1	Misuse of fire by a minor	F	
2014	0	Misuse of fire by a minor	G	
2014	396	Fireworks	A	
2014	223	Fireworks	B	
2014	28	Fireworks	C	
2014	9	Fireworks	D	
2014	2	Fireworks	E	
2014	0	Fireworks	F	
2014	1	Fireworks	G	
2014	218	Railroad operations and maintenance	A	
2014	276	Railroad operations and maintenance	B	
2014	47	Railroad operations and maintenance	C	
2014	4	Railroad operations and maintenance	D	
2014	6	Railroad operations and maintenance	E	
2014	0	Railroad operations and maintenance	F	
2014	0	Railroad operations and maintenance	G	
2014	19	Firearms and explosives use	A	
2014	31	Firearms and explosives use	B	
2014	19	Firearms and explosives use	C	
2014	1	Firearms and explosives use	D	
2014	3	Firearms and explosives use	E	
2014	0	Firearms and explosives use	F	
2014	2	Firearms and explosives use	G	
2014	752	Smoking	A	
2014	583	Smoking	B	
2014	59	Smoking	C	
2014	2	Smoking	D	
2014	1	Smoking	E	
2014	0	Smoking	F	
2014	1	Smoking	G	
2015	2174	Arson/incendiarism	A	
2015	3055	Arson/incendiarism	B	
2015	957	Arson/incendiarism	C	
2015	125	Arson/incendiarism	D	
2015	59	Arson/incendiarism	E	
2015	11	Arson/incendiarism	F	
2015	2	Arson/incendiarism	G	
2015	4774	Debris and open burning	A	
2015	11207	Debris and open burning	B	
2015	2593	Debris and open burning	C	
2015	228	Debris and open burning	D	
2015	66	Debris and open burning	E	
2015	22	Debris and open burning	F	
2015	5	Debris and open burning	G	
2015	282	Other causes	A	
2015	221	Other causes	B	
2015	28	Other causes	C	
2015	9	Other causes	D	
2015	1	Other causes	E	
2015	0	Other causes	F	
2015	1	Other causes	G	
2015	2397	Recreation and ceremony	A	
2015	1254	Recreation and ceremony	B	
2015	302	Recreation and ceremony	C	
2015	29	Recreation and ceremony	D	
2015	7	Recreation and ceremony	E	
2015	3	Recreation and ceremony	F	
2015	2	Recreation and ceremony	G	
2015	10528	Missing data/not specified/undetermined	A	
2015	6757	Missing data/not specified/undetermined	B	
2015	1628	Missing data/not specified/undetermined	C	
2015	260	Missing data/not specified/undetermined	D	
2015	130	Missing data/not specified/undetermined	E	
2015	58	Missing data/not specified/undetermined	F	
2015	16	Missing data/not specified/undetermined	G	
2015	2451	Equipment and vehicle use	A	
2015	2652	Equipment and vehicle use	B	
2015	651	Equipment and vehicle use	C	
2015	105	Equipment and vehicle use	D	
2015	61	Equipment and vehicle use	E	
2015	27	Equipment and vehicle use	F	
2015	11	Equipment and vehicle use	G	
2015	856	Power generation/transmission/distribution	A	
2015	985	Power generation/transmission/distribution	B	
2015	199	Power generation/transmission/distribution	C	
2015	32	Power generation/transmission/distribution	D	
2015	12	Power generation/transmission/distribution	E	
2015	8	Power generation/transmission/distribution	F	
2015	6	Power generation/transmission/distribution	G	
2015	601	Misuse of fire by a minor	A	
2015	654	Misuse of fire by a minor	B	
2015	65	Misuse of fire by a minor	C	
2015	8	Misuse of fire by a minor	D	
2015	4	Misuse of fire by a minor	E	
2015	0	Misuse of fire by a minor	F	
2015	0	Misuse of fire by a minor	G	
2015	414	Fireworks	A	
2015	217	Fireworks	B	
2015	34	Fireworks	C	
2015	3	Fireworks	D	
2015	10	Fireworks	E	
2015	2	Fireworks	F	
2015	0	Fireworks	G	
2015	133	Railroad operations and maintenance	A	
2015	197	Railroad operations and maintenance	B	
2015	46	Railroad operations and maintenance	C	
2015	7	Railroad operations and maintenance	D	
2015	3	Railroad operations and maintenance	E	
2015	0	Railroad operations and maintenance	F	
2015	0	Railroad operations and maintenance	G	
2015	19	Firearms and explosives use	A	
2015	42	Firearms and explosives use	B	
2015	8	Firearms and explosives use	C	
2015	3	Firearms and explosives use	D	
2015	3	Firearms and explosives use	E	
2015	0	Firearms and explosives use	F	
2015	1	Firearms and explosives use	G	
2015	1141	Smoking	A	
2015	827	Smoking	B	
2015	130	Smoking	C	
2015	17	Smoking	D	
2015	3	Smoking	E	
2015	0	Smoking	F	
2015	0	Smoking	G	
2016	3171	Arson/incendiarism	A	
2016	4557	Arson/incendiarism	B	
2016	1710	Arson/incendiarism	C	
2016	254	Arson/incendiarism	D	
2016	113	Arson/incendiarism	E	
2016	35	Arson/incendiarism	F	
2016	15	Arson/incendiarism	G	
2016	6874	Debris and open burning	A	
2016	12665	Debris and open burning	B	
2016	2354	Debris and open burning	C	
2016	216	Debris and open burning	D	
2016	92	Debris and open burning	E	
2016	47	Debris and open burning	F	
2016	6	Debris and open burning	G	
2016	363	Other causes	A	
2016	264	Other causes	B	
2016	26	Other causes	C	
2016	6	Other causes	D	
2016	4	Other causes	E	
2016	0	Other causes	F	
2016	0	Other causes	G	
2016	2775	Recreation and ceremony	A	
2016	1311	Recreation and ceremony	B	
2016	204	Recreation and ceremony	C	
2016	32	Recreation and ceremony	D	
2016	17	Recreation and ceremony	E	
2016	9	Recreation and ceremony	F	
2016	9	Recreation and ceremony	G	
2016	9524	Missing data/not specified/undetermined	A	
2016	7114	Missing data/not specified/undetermined	B	
2016	1712	Missing data/not specified/undetermined	C	
2016	268	Missing data/not specified/undetermined	D	
2016	190	Missing data/not specified/undetermined	E	
2016	89	Missing data/not specified/undetermined	F	
2016	43	Missing data/not specified/undetermined	G	
2016	2909	Equipment and vehicle use	A	
2016	2804	Equipment and vehicle use	B	
2016	675	Equipment and vehicle use	C	
2016	106	Equipment and vehicle use	D	
2016	53	Equipment and vehicle use	E	
2016	33	Equipment and vehicle use	F	
2016	13	Equipment and vehicle use	G	
2016	1004	Power generation/transmission/distribution	A	
2016	1075	Power generation/transmission/distribution	B	
2016	206	Power generation/transmission/distribution	C	
2016	30	Power generation/transmission/distribution	D	
2016	32	Power generation/transmission/distribution	E	
2016	10	Power generation/transmission/distribution	F	
2016	3	Power generation/transmission/distribution	G	
2016	1024	Misuse of fire by a minor	A	
2016	785	Misuse of fire by a minor	B	
2016	56	Misuse of fire by a minor	C	
2016	4	Misuse of fire by a minor	D	
2016	3	Misuse of fire by a minor	E	
2016	0	Misuse of fire by a minor	F	
2016	1	Misuse of fire by a minor	G	
2016	555	Fireworks	A	
2016	269	Fireworks	B	
2016	27	Fireworks	C	
2016	4	Fireworks	D	
2016	3	Fireworks	E	
2016	0	Fireworks	F	
2016	0	Fireworks	G	
2016	229	Railroad operations and maintenance	A	
2016	237	Railroad operations and maintenance	B	
2016	40	Railroad operations and maintenance	C	
2016	9	Railroad operations and maintenance	D	
2016	3	Railroad operations and maintenance	E	
2016	0	Railroad operations and maintenance	F	
2016	0	Railroad operations and maintenance	G	
2016	14	Firearms and explosives use	A	
2016	22	Firearms and explosives use	B	
2016	26	Firearms and explosives use	C	
2016	8	Firearms and explosives use	D	
2016	2	Firearms and explosives use	E	
2016	5	Firearms and explosives use	F	
2016	1	Firearms and explosives use	G	
2016	1677	Smoking	A	
2016	684	Smoking	B	
2016	60	Smoking	C	
2016	6	Smoking	D	
2016	2	Smoking	E	
2016	0	Smoking	F	
2016	0	Smoking	G	
2017	2384	Arson/incendiarism	A	
2017	3350	Arson/incendiarism	B	
2017	1407	Arson/incendiarism	C	
2017	195	Arson/incendiarism	D	
2017	88	Arson/incendiarism	E	
2017	35	Arson/incendiarism	F	
2017	11	Arson/incendiarism	G	
2017	6455	Debris and open burning	A	
2017	12262	Debris and open burning	B	
2017	2462	Debris and open burning	C	
2017	210	Debris and open burning	D	
2017	68	Debris and open burning	E	
2017	21	Debris and open burning	F	
2017	4	Debris and open burning	G	
2017	206	Other causes	A	
2017	221	Other causes	B	
2017	30	Other causes	C	
2017	2	Other causes	D	
2017	2	Other causes	E	
2017	0	Other causes	F	
2017	0	Other causes	G	
2017	2012	Recreation and ceremony	A	
2017	828	Recreation and ceremony	B	
2017	110	Recreation and ceremony	C	
2017	24	Recreation and ceremony	D	
2017	9	Recreation and ceremony	E	
2017	8	Recreation and ceremony	F	
2017	4	Recreation and ceremony	G	
2017	10082	Missing data/not specified/undetermined	A	
2017	6741	Missing data/not specified/undetermined	B	
2017	1693	Missing data/not specified/undetermined	C	
2017	264	Missing data/not specified/undetermined	D	
2017	161	Missing data/not specified/undetermined	E	
2017	90	Missing data/not specified/undetermined	F	
2017	38	Missing data/not specified/undetermined	G	
2017	3021	Equipment and vehicle use	A	
2017	3366	Equipment and vehicle use	B	
2017	790	Equipment and vehicle use	C	
2017	115	Equipment and vehicle use	D	
2017	67	Equipment and vehicle use	E	
2017	25	Equipment and vehicle use	F	
2017	23	Equipment and vehicle use	G	
2017	903	Power generation/transmission/distribution	A	
2017	1148	Power generation/transmission/distribution	B	
2017	226	Power generation/transmission/distribution	C	
2017	35	Power generation/transmission/distribution	D	
2017	17	Power generation/transmission/distribution	E	
2017	14	Power generation/transmission/distribution	F	
2017	8	Power generation/transmission/distribution	G	
2017	731	Misuse of fire by a minor	A	
2017	500	Misuse of fire by a minor	B	
2017	35	Misuse of fire by a minor	C	
2017	1	Misuse of fire by a minor	D	
2017	2	Misuse of fire by a minor	E	
2017	3	Misuse of fire by a minor	F	
2017	1	Misuse of fire by a minor	G	
2017	598	Fireworks	A	
2017	424	Fireworks	B	
2017	33	Fireworks	C	
2017	5	Fireworks	D	
2017	3	Fireworks	E	
2017	0	Fireworks	F	
2017	2	Fireworks	G	
2017	222	Railroad operations and maintenance	A	
2017	251	Railroad operations and maintenance	B	
2017	36	Railroad operations and maintenance	C	
2017	11	Railroad operations and maintenance	D	
2017	5	Railroad operations and maintenance	E	
2017	0	Railroad operations and maintenance	F	
2017	0	Railroad operations and maintenance	G	
2017	16	Firearms and explosives use	A	
2017	36	Firearms and explosives use	B	
2017	18	Firearms and explosives use	C	
2017	9	Firearms and explosives use	D	
2017	6	Firearms and explosives use	E	
2017	3	Firearms and explosives use	F	
2017	2	Firearms and explosives use	G	
2017	1055	Smoking	A	
2017	588	Smoking	B	
2017	65	Smoking	C	
2017	11	Smoking	D	
2017	5	Smoking	E	
2017	0	Smoking	F	
2017	2	Smoking	G	
2018	2654	Arson/incendiarism	A	
2018	2365	Arson/incendiarism	B	
2018	785	Arson/incendiarism	C	
2018	124	Arson/incendiarism	D	
2018	68	Arson/incendiarism	E	
2018	17	Arson/incendiarism	F	
2018	6	Arson/incendiarism	G	
2018	6072	Debris and open burning	A	
2018	10251	Debris and open burning	B	
2018	2027	Debris and open burning	C	
2018	205	Debris and open burning	D	
2018	84	Debris and open burning	E	
2018	29	Debris and open burning	F	
2018	6	Debris and open burning	G	
2018	209	Other causes	A	
2018	219	Other causes	B	
2018	18	Other causes	C	
2018	2	Other causes	D	
2018	2	Other causes	E	
2018	2	Other causes	F	
2018	1	Other causes	G	
2018	2070	Recreation and ceremony	A	
2018	768	Recreation and ceremony	B	
2018	114	Recreation and ceremony	C	
2018	10	Recreation and ceremony	D	
2018	5	Recreation and ceremony	E	
2018	4	Recreation and ceremony	F	
2018	7	Recreation and ceremony	G	
2018	15980	Missing data/not specified/undetermined	A	
2018	6675	Missing data/not specified/undetermined	B	
2018	1289	Missing data/not specified/undetermined	C	
2018	233	Missing data/not specified/undetermined	D	
2018	148	Missing data/not specified/undetermined	E	
2018	98	Missing data/not specified/undetermined	F	
2018	42	Missing data/not specified/undetermined	G	
2018	2847	Equipment and vehicle use	A	
2018	3578	Equipment and vehicle use	B	
2018	700	Equipment and vehicle use	C	
2018	134	Equipment and vehicle use	D	
2018	59	Equipment and vehicle use	E	
2018	44	Equipment and vehicle use	F	
2018	21	Equipment and vehicle use	G	
2018	866	Power generation/transmission/distribution	A	
2018	1077	Power generation/transmission/distribution	B	
2018	261	Power generation/transmission/distribution	C	
2018	50	Power generation/transmission/distribution	D	
2018	19	Power generation/transmission/distribution	E	
2018	17	Power generation/transmission/distribution	F	
2018	11	Power generation/transmission/distribution	G	
2018	539	Misuse of fire by a minor	A	
2018	345	Misuse of fire by a minor	B	
2018	36	Misuse of fire by a minor	C	
2018	3	Misuse of fire by a minor	D	
2018	2	Misuse of fire by a minor	E	
2018	0	Misuse of fire by a minor	F	
2018	0	Misuse of fire by a minor	G	
2018	447	Fireworks	A	
2018	256	Fireworks	B	
2018	23	Fireworks	C	
2018	1	Fireworks	D	
2018	2	Fireworks	E	
2018	1	Fireworks	F	
2018	0	Fireworks	G	
2018	194	Railroad operations and maintenance	A	
2018	247	Railroad operations and maintenance	B	
2018	43	Railroad operations and maintenance	C	
2018	3	Railroad operations and maintenance	D	
2018	5	Railroad operations and maintenance	E	
2018	3	Railroad operations and maintenance	F	
2018	2	Railroad operations and maintenance	G	
2018	34	Firearms and explosives use	A	
2018	205	Firearms and explosives use	B	
2018	40	Firearms and explosives use	C	
2018	10	Firearms and explosives use	D	
2018	4	Firearms and explosives use	E	
2018	4	Firearms and explosives use	F	
2018	2	Firearms and explosives use	G	
2018	1093	Smoking	A	
2018	524	Smoking	B	
2018	62	Smoking	C	
2018	12	Smoking	D	
2018	1	Smoking	E	
2018	1	Smoking	F	
2018	1	Smoking	G	
2019	2090	Arson/incendiarism	A	
2019	2581	Arson/incendiarism	B	
2019	784	Arson/incendiarism	C	
2019	89	Arson/incendiarism	D	
2019	49	Arson/incendiarism	E	
2019	5	Arson/incendiarism	F	
2019	3	Arson/incendiarism	G	
2019	4958	Debris and open burning	A	
2019	8041	Debris and open burning	B	
2019	1217	Debris and open burning	C	
2019	99	Debris and open burning	D	
2019	38	Debris and open burning	E	
2019	12	Debris and open burning	F	
2019	0	Debris and open burning	G	
2019	183	Other causes	A	
2019	159	Other causes	B	
2019	26	Other causes	C	
2019	2	Other causes	D	
2019	0	Other causes	E	
2019	1	Other causes	F	
2019	1	Other causes	G	
2019	1695	Recreation and ceremony	A	
2019	594	Recreation and ceremony	B	
2019	84	Recreation and ceremony	C	
2019	16	Recreation and ceremony	D	
2019	4	Recreation and ceremony	E	
2019	1	Recreation and ceremony	F	
2019	4	Recreation and ceremony	G	
2019	7301	Missing data/not specified/undetermined	A	
2019	4755	Missing data/not specified/undetermined	B	
2019	774	Missing data/not specified/undetermined	C	
2019	121	Missing data/not specified/undetermined	D	
2019	75	Missing data/not specified/undetermined	E	
2019	35	Missing data/not specified/undetermined	F	
2019	11	Missing data/not specified/undetermined	G	
2019	2388	Equipment and vehicle use	A	
2019	3123	Equipment and vehicle use	B	
2019	484	Equipment and vehicle use	C	
2019	71	Equipment and vehicle use	D	
2019	32	Equipment and vehicle use	E	
2019	14	Equipment and vehicle use	F	
2019	5	Equipment and vehicle use	G	
2019	928	Power generation/transmission/distribution	A	
2019	800	Power generation/transmission/distribution	B	
2019	163	Power generation/transmission/distribution	C	
2019	27	Power generation/transmission/distribution	D	
2019	18	Power generation/transmission/distribution	E	
2019	13	Power generation/transmission/distribution	F	
2019	4	Power generation/transmission/distribution	G	
2019	476	Misuse of fire by a minor	A	
2019	258	Misuse of fire by a minor	B	
2019	18	Misuse of fire by a minor	C	
2019	0	Misuse of fire by a minor	D	
2019	0	Misuse of fire by a minor	E	
2019	0	Misuse of fire by a minor	F	
2019	0	Misuse of fire by a minor	G	
2019	277	Fireworks	A	
2019	159	Fireworks	B	
2019	28	Fireworks	C	
2019	6	Fireworks	D	
2019	5	Fireworks	E	
2019	0	Fireworks	F	
2019	0	Fireworks	G	
2019	159	Railroad operations and maintenance	A	
2019	171	Railroad operations and maintenance	B	
2019	29	Railroad operations and maintenance	C	
2019	6	Railroad operations and maintenance	D	
2019	3	Railroad operations and maintenance	E	
2019	0	Railroad operations and maintenance	F	
2019	0	Railroad operations and maintenance	G	
2019	48	Firearms and explosives use	A	
2019	74	Firearms and explosives use	B	
2019	23	Firearms and explosives use	C	
2019	3	Firearms and explosives use	D	
2019	1	Firearms and explosives use	E	
2019	1	Firearms and explosives use	F	
